id_properti,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,jumlah_lantai,usia_bangunan,jarak_pusat_kota,kondisi_bangunan,tipe_properti,garasi,kota,harga_jual
PROP-1505,71.0,60.0,2,2,1,39.0,26.8,Baik,Rumah,0,Medan,150.0
PROP-2310,115.0,68.0,4,4,3,6.0,23.4,Cukup,Rumah,1,Jakarta,675.3
PROP-1437,729.0,527.0,3,3,2,24.0,,Baik,Rumah,0,Medan,1876.3
PROP-2419,525.0,308.0,1,1,2,38.0,8.1,Baik,Villa,1,Jakarta,3908.8
PROP-3987,722.0,436.0,4,4,2,7.0,13.5,Cukup,Townhouse,0,Bandung,3061.2
PROP-3099,374.0,183.0,6,4,1,35.0,5.4,Baik,Rumah,1,Jakarta,2344.4
PROP-4589,774.0,584.0,2,1,2,30.0,16.7,Cukup,Villa,0,Surabaya,4268.6
PROP-0284,405.0,267.0,6,4,1,20.0,12.6,Cukup,Villa,1,Semarang,1712.3
PROP-4919,558.0,318.0,2,2,2,8.0,25.5,Cukup,Townhouse,1,Bandung,1938.1
PROP-0843,387.0,216.0,3,3,1,13.0,2.3,Baik,Villa,0,Jakarta,3684.4
PROP-1514,557.0,285.0,3,2,2,35.0,23.8,Baik,Villa,1,Jakarta,3649.7
PROP-1169,315.0,209.0,3,3,2,25.0,12.9,Baik,Townhouse,1,Surabaya,1436.3
PROP-1593,624.0,334.0,3,2,1,,13.2,Baik,Townhouse,0,Bandung,1993.3
PROP-3461,255.0,153.0,4,4,1,36.0,1.5,Baik,Townhouse,1,Medan,851.2
PROP-3166,465.0,211.0,1,1,2,23.0,4.5,Baik,Rumah,1,Medan,1082.1
PROP-2285,363.0,217.0,4,4,1,4.0,14.4,Cukup,Rumah,1,Surabaya,1488.8
PROP-3576,759.0,492.0,5,4,1,25.0,18.3,Baik,Townhouse,1,Surabaya,3164.2
PROP-4871,165.0,132.0,2,1,1,5.0,9.4,Baik,Rumah,0,Jakarta,1089.9
PROP-2306,352.0,196.0,2,2,1,28.0,8.3,Cukup,Villa,1,Surabaya,1442.5
PROP-0953,388.0,351.0,3,3,2,13.0,3.0,Baik,Townhouse,1,Medan,1617.9
PROP-4943,687.0,312.0,4,3,2,11.0,1.8,Baik,Villa,0,Jakarta,5383.4
PROP-3054,713.0,389.0,2,2,1,2.0,24.5,Baik,Rumah,1,Semarang,1759.0
PROP-4560,93.0,46.0,3,3,3,20.0,26.5,Baik,Townhouse,1,Bandung,230.2
PROP-2686,632.0,351.0,3,2,1,21.0,17.2,Baik,Townhouse,1,Semarang,1918.8
PROP-1490,532.0,388.0,6,4,1,19.0,9.2,Baik,Villa,1,Medan,2310.4
PROP-0928,536.0,474.0,3,2,3,35.0,21.4,Buruk,Townhouse,0,Jakarta,3747.6
PROP-1210,173.0,113.0,5,4,2,17.0,27.9,Buruk,Rumah,0,Bandung,389.6
PROP-3974,329.0,204.0,3,3,2,19.0,,Buruk,Villa,1,Semarang,1278.9
PROP-3546,294.0,241.0,4,4,1,0.0,14.1,Baik,Rumah,1,Surabaya,1414.5
PROP-4362,645.0,592.0,2,1,2,18.0,15.9,Cukup,Rumah,0,Surabaya,2589.6
PROP-1922,297.0,149.0,4,4,2,8.0,10.3,Cukup,Rumah,1,Surabaya,1150.2
PROP-0352,255.0,198.0,3,2,2,6.0,0.7,Baik,Villa,1,Jakarta,3047.2
PROP-4899,580.0,391.0,2,2,1,28.0,2.7,Baik,Rumah,0,Surabaya,2630.8
PROP-3394,86.0,47.0,2,1,1,7.0,19.6,Baik,Rumah,0,Bandung,150.0
PROP-2722,148.0,117.0,2,1,3,7.0,7.6,Cukup,Townhouse,1,Jakarta,1202.2
PROP-4982,634.0,408.0,6,4,1,10.0,10.0,Cukup,Rumah,0,Medan,1916.6
PROP-0719,344.0,301.0,3,2,2,3.0,24.8,Buruk,Rumah,1,Bandung,1165.4
PROP-2703,634.0,548.0,3,3,2,2.0,22.6,Baik,Rumah,0,Jakarta,5021.0
PROP-2723,580.0,465.0,4,4,2,40.0,0.7,,Rumah,1,Surabaya,2727.6
PROP-4562,589.0,322.0,6,4,2,20.0,14.5,Buruk,Rumah,1,Medan,1529.0
PROP-0309,589.0,318.0,4,3,2,18.0,15.9,Baik,Townhouse,1,Medan,1835.4
PROP-1676,755.0,517.0,4,4,2,8.0,2.0,Cukup,Rumah,0,Jakarta,5152.3
PROP-0834,106.0,96.0,3,3,2,9.0,26.3,Cukup,Villa,1,Bandung,510.6
PROP-0367,609.0,324.0,4,4,3,7.0,2.5,Baik,Rumah,0,Surabaya,2453.6
PROP-4507,522.0,266.0,2,2,1,19.0,26.0,Baik,Villa,1,Medan,1470.2
PROP-2079,110.0,69.0,3,3,2,30.0,28.8,Baik,Villa,1,Jakarta,384.0
PROP-4039,124.0,90.0,4,4,3,28.0,15.6,Cukup,Townhouse,0,Surabaya,621.0
PROP-4847,579.0,427.0,6,4,2,4.0,9.0,Baik,Rumah,1,Jakarta,4050.5
PROP-4480,343.0,201.0,3,3,1,25.0,25.7,Baik,Villa,1,Bandung,1345.0
PROP-1747,176.0,133.0,6,4,1,20.0,5.5,Baik,Rumah,0,Jakarta,1558.4
PROP-0020,670.0,507.0,1,1,2,13.0,22.2,Baik,Rumah,1,Medan,2046.8
PROP-1323,508.0,285.0,4,4,1,21.0,15.6,Baik,Rumah,1,Medan,1388.1
PROP-3568,302.0,189.0,1,1,2,10.0,3.3,Baik,Villa,1,Jakarta,2655.2
PROP-2522,309.0,261.0,3,2,3,39.0,22.6,Baik,Rumah,0,Bandung,872.2
PROP-0219,140.0,124.0,4,4,1,27.0,1.2,Baik,Rumah,1,Surabaya,1004.2
PROP-1488,91.0,78.0,3,3,3,21.0,18.5,Buruk,Rumah,1,Medan,236.3
PROP-0439,675.0,612.0,2,2,1,28.0,11.2,Cukup,Rumah,1,Bandung,2882.4
PROP-4175,127.0,97.0,1,1,2,4.0,20.2,Baik,Rumah,1,Medan,332.4
PROP-2751,708.0,557.0,3,2,2,18.0,23.6,Baik,Rumah,1,Surabaya,3132.3
PROP-3289,229.0,123.0,2,2,1,12.0,11.6,Baik,Rumah,0,Medan,572.3
PROP-3434,115.0,99.0,3,3,1,37.0,1.8,Baik,Rumah,1,Surabaya,748.0
PROP-2526,702.0,344.0,5,4,1,5.0,30.0,Cukup,Rumah,1,Semarang,1983.7
PROP-4651,117.0,61.0,3,3,2,8.0,5.8,Baik,Rumah,0,Bandung,557.9
PROP-3689,558.0,397.0,3,3,2,11.0,,Cukup,Rumah,1,Surabaya,2026.7
PROP-2764,502.0,454.0,3,3,1,20.0,4.9,Baik,Villa,1,Semarang,2555.9
PROP-0803,664.0,493.0,3,2,2,3.0,12.0,Cukup,Rumah,0,Medan,2018.9
PROP-2998,711.0,531.0,3,3,3,16.0,16.6,Baik,Rumah,1,Bandung,2635.2
PROP-2229,428.0,226.0,4,4,3,5.0,12.1,Baik,Rumah,0,Jakarta,2471.0
PROP-4786,796.0,493.0,1,1,1,39.0,8.8,Baik,Rumah,1,Surabaya,2794.0
PROP-2078,231.0,164.0,3,2,1,10.0,27.9,Cukup,Villa,0,Jakarta,1294.0
PROP-0583,310.0,276.0,5,4,1,33.0,4.9,Buruk,Rumah,1,Jakarta,2022.5
PROP-0204,556.0,447.0,2,1,2,0.0,28.9,Cukup,Villa,1,Medan,2003.3
PROP-4347,664.0,334.0,4,4,1,36.0,15.3,Cukup,Townhouse,0,Bandung,2164.6
PROP-3479,673.0,551.0,3,2,1,3.0,27.3,Buruk,Rumah,1,Jakarta,4200.0
PROP-2930,477.0,320.0,3,3,1,0.0,3.0,Buruk,Rumah,0,Medan,1391.2
PROP-3086,157.0,110.0,3,2,1,29.0,,Baik,Rumah,1,Jakarta,897.3
PROP-1019,528.0,351.0,2,2,2,17.0,4.9,Baik,Villa,1,Jakarta,5229.5
PROP-1584,73.0,49.0,2,2,2,20.0,7.5,Cukup,Villa,1,Bandung,480.4
PROP-1033,448.0,323.0,3,3,3,38.0,29.3,Baik,Rumah,0,Semarang,1108.8
PROP-1719,270.0,231.0,1,1,3,11.0,6.9,Cukup,Rumah,1,Surabaya,1326.3
PROP-1282,514.0,245.0,3,3,2,0.0,12.3,Baik,Rumah,1,Semarang,1559.4
PROP-2499,166.0,131.0,3,3,1,8.0,21.2,Buruk,Rumah,1,Medan,420.6
PROP-3351,359.0,214.0,3,3,1,24.0,22.1,Buruk,Villa,1,Semarang,1282.3
PROP-0518,384.0,268.0,2,1,1,15.0,0.6,Cukup,Villa,1,Bandung,2314.5
PROP-1748,486.0,228.0,3,3,1,29.0,15.9,Baik,Villa,0,Bandung,1747.3
PROP-4653,154.0,112.0,2,1,1,14.0,12.5,Baik,Rumah,1,Jakarta,1058.9
PROP-3733,704.0,557.0,5,4,2,26.0,11.3,Cukup,Rumah,1,Medan,2193.7
PROP-0669,707.0,580.0,3,3,1,30.0,28.2,Baik,Villa,0,Semarang,2509.7
PROP-4060,755.0,686.0,3,2,1,23.0,23.5,Baik,Rumah,0,Jakarta,4957.9
PROP-3027,227.0,107.0,5,4,1,6.0,28.9,Cukup,Rumah,1,Jakarta,940.1
PROP-4933,643.0,439.0,3,3,1,31.0,13.4,Buruk,Rumah,1,Jakarta,3662.7
PROP-3287,87.0,63.0,3,2,1,40.0,16.3,Baik,Rumah,0,Jakarta,281.1
PROP-2651,524.0,405.0,3,3,2,28.0,2.7,Baik,Rumah,1,Surabaya,2347.9
PROP-4454,161.0,124.0,3,2,2,33.0,5.2,Baik,Villa,0,Jakarta,1568.3
PROP-3193,746.0,377.0,3,3,2,11.0,18.6,Buruk,Rumah,1,Surabaya,2401.2
PROP-2125,403.0,284.0,2,1,1,1.0,19.6,Baik,Townhouse,0,Bandung,1485.3
PROP-3376,191.0,152.0,1,1,2,20.0,24.6,Baik,Rumah,0,Surabaya,486.7
PROP-3393,790.0,393.0,3,2,2,3.0,21.8,Cukup,Townhouse,0,Surabaya,2420.3
PROP-3486,364.0,247.0,3,3,1,7.0,25.3,Buruk,Rumah,1,Bandung,1021.0
PROP-0760,726.0,458.0,2,1,2,36.0,26.9,Baik,Rumah,0,Bandung,1903.1
PROP-3380,717.0,551.0,5,4,2,26.0,12.8,Buruk,Rumah,1,Medan,2364.0
PROP-4441,626.0,530.0,2,2,1,17.0,25.0,Baik,Rumah,0,Semarang,1605.9
PROP-2527,386.0,174.0,3,3,1,25.0,18.1,Cukup,Rumah,1,Jakarta,1527.9
PROP-4859,793.0,577.0,6,4,2,25.0,3.7,Baik,Villa,1,Bandung,3995.7
PROP-0908,,176.0,3,2,2,3.0,11.6,Baik,Villa,1,Jakarta,2750.4
PROP-2684,669.0,369.0,2,1,1,34.0,21.3,Baik,Rumah,1,Bandung,1986.8
PROP-0215,277.0,252.0,4,4,1,36.0,8.6,Cukup,Villa,0,Jakarta,2709.9
PROP-3332,83.0,51.0,2,1,2,7.0,11.2,Buruk,Villa,1,Semarang,337.7
PROP-4459,654.0,410.0,4,3,3,23.0,29.1,Buruk,Townhouse,1,Jakarta,3792.7
PROP-0694,566.0,408.0,3,3,2,12.0,15.5,Cukup,Townhouse,1,Semarang,1977.4
PROP-1504,600.0,276.0,2,1,3,0.0,10.1,Baik,Townhouse,1,Jakarta,3445.3
PROP-2415,623.0,339.0,5,4,1,5.0,21.6,Cukup,Townhouse,0,Surabaya,2277.4
PROP-2119,109.0,91.0,4,3,1,33.0,19.1,Cukup,Villa,1,Jakarta,676.5
PROP-3859,635.0,436.0,4,3,2,40.0,8.5,Cukup,Rumah,1,Semarang,2317.3
PROP-2463,337.0,248.0,6,4,2,30.0,1.3,Cukup,Townhouse,1,Bandung,1528.8
PROP-3636,736.0,458.0,4,3,2,2.0,10.6,Baik,Townhouse,1,Surabaya,3624.6
PROP-4106,540.0,333.0,4,4,1,36.0,9.9,Cukup,Rumah,1,Jakarta,2772.8
PROP-4479,535.0,343.0,3,3,3,17.0,8.4,Cukup,Townhouse,1,Jakarta,3362.1
PROP-0197,417.0,261.0,3,2,1,6.0,14.2,Cukup,Rumah,0,Bandung,1385.9
PROP-4668,132.0,75.0,3,3,2,25.0,12.8,Cukup,Townhouse,1,Jakarta,983.5
PROP-1544,653.0,371.0,2,1,1,40.0,1.5,Cukup,Rumah,0,Surabaya,2160.0
PROP-1331,593.0,484.0,2,1,1,15.0,26.7,Cukup,Rumah,0,Bandung,2061.4
PROP-0880,312.0,208.0,3,2,2,12.0,5.8,Buruk,Villa,0,Semarang,1319.1
PROP-4503,375.0,298.0,2,1,2,32.0,25.2,Baik,Rumah,1,Jakarta,2097.1
PROP-3502,318.0,205.0,4,3,2,32.0,5.1,Buruk,Rumah,0,Bandung,1094.7
PROP-3895,247.0,161.0,4,3,3,13.0,13.8,Baik,Townhouse,1,Jakarta,1869.3
PROP-4991,561.0,445.0,6,4,2,4.0,17.4,Cukup,Villa,1,Jakarta,6131.5
PROP-0888,97.0,76.0,6,4,2,23.0,11.6,Baik,Rumah,0,Semarang,423.6
PROP-1346,336.0,164.0,3,2,1,19.0,16.7,Buruk,Rumah,1,Bandung,739.7
PROP-0069,541.0,310.0,2,1,3,18.0,23.1,Cukup,Rumah,1,Surabaya,1834.6
PROP-4211,105.0,56.0,4,4,1,10.0,10.8,Baik,Villa,1,Medan,580.1
PROP-1816,158.0,76.0,5,4,3,35.0,12.5,Baik,Rumah,1,Semarang,531.0
PROP-0569,520.0,364.0,4,4,1,6.0,2.7,Cukup,Townhouse,0,Surabaya,2562.8
PROP-2168,730.0,483.0,3,3,3,25.0,28.3,Baik,Townhouse,1,Surabaya,3214.0
PROP-0097,649.0,420.0,3,2,3,6.0,14.6,Cukup,Villa,1,Bandung,3168.8
PROP-4182,144.0,78.0,3,3,2,1.0,20.0,Cukup,Rumah,1,Surabaya,522.5
PROP-3354,439.0,240.0,3,2,1,33.0,9.9,Cukup,Rumah,1,Medan,1017.4
PROP-0140,758.0,605.0,3,3,2,3.0,9.9,Baik,Townhouse,1,Jakarta,6019.7
PROP-4955,616.0,347.0,4,4,2,5.0,10.5,Buruk,Villa,0,Jakarta,4808.7
PROP-2603,312.0,257.0,3,2,2,4.0,6.2,Baik,Rumah,1,Surabaya,
PROP-4024,182.0,153.0,6,4,2,31.0,28.8,Baik,Villa,1,Medan,848.4
PROP-4773,798.0,698.0,2,2,1,1.0,25.5,Baik,Townhouse,1,Surabaya,4110.5
PROP-1607,351.0,235.0,1,1,1,29.0,0.7,Cukup,Rumah,1,Medan,943.0
PROP-1630,364.0,175.0,1,1,1,3.0,4.6,Baik,Townhouse,0,Jakarta,2203.9
PROP-1540,80.0,62.0,3,3,1,35.0,11.9,Baik,Rumah,1,Jakarta,541.1
PROP-1695,673.0,524.0,2,1,1,38.0,6.7,Cukup,Townhouse,1,Bandung,2548.1
PROP-2060,526.0,368.0,3,2,2,6.0,24.6,Cukup,Townhouse,1,Semarang,1845.9
PROP-0464,489.0,307.0,4,4,1,3.0,20.2,Baik,Villa,1,Semarang,1896.7
PROP-2331,735.0,666.0,2,1,1,28.0,14.0,Cukup,Villa,0,Surabaya,4412.8
PROP-3044,684.0,480.0,2,1,2,37.0,7.0,Baik,Rumah,1,Jakarta,3959.9
PROP-4735,83.0,72.0,3,3,2,30.0,27.2,Cukup,Villa,1,Surabaya,186.9
PROP-0595,786.0,461.0,3,3,2,38.0,7.0,Baik,Rumah,0,Surabaya,2774.4
PROP-3815,464.0,308.0,4,3,2,31.0,10.8,Cukup,Rumah,1,Semarang,1207.9
PROP-0626,515.0,268.0,3,3,1,36.0,10.7,Baik,Rumah,1,Medan,1155.5
PROP-0451,294.0,158.0,4,3,1,24.0,1.6,Baik,Villa,1,Semarang,1356.9
PROP-1500,797.0,513.0,3,2,1,37.0,11.5,Baik,Rumah,1,Semarang,2317.8
PROP-2457,472.0,394.0,4,4,1,16.0,22.7,Baik,Rumah,0,Bandung,1957.4
PROP-4723,614.0,553.0,2,2,2,29.0,6.5,Baik,Villa,1,Jakarta,5929.6
PROP-2985,699.0,446.0,3,3,1,14.0,25.2,Cukup,Rumah,1,Jakarta,3692.9
PROP-1570,573.0,437.0,3,2,1,28.0,3.9,Cukup,Rumah,0,Semarang,1487.5
PROP-1035,541.0,296.0,2,2,2,16.0,18.6,Cukup,Townhouse,0,Jakarta,2834.5
PROP-3519,401.0,251.0,3,2,1,4.0,5.7,Baik,Rumah,1,Semarang,1181.0
PROP-1558,771.0,634.0,3,3,2,18.0,3.5,Baik,Villa,0,Medan,3542.0
PROP-3625,106.0,62.0,2,1,2,18.0,8.8,Cukup,Rumah,1,Surabaya,467.8
PROP-4665,398.0,326.0,3,2,1,10.0,22.3,Baik,Rumah,1,Medan,1283.3
PROP-0151,696.0,373.0,1,1,2,29.0,21.6,Baik,Townhouse,0,Jakarta,3584.4
PROP-1421,625.0,363.0,3,3,3,16.0,3.5,Baik,Rumah,0,Medan,1861.6
PROP-2012,700.0,562.0,4,3,1,38.0,11.9,Cukup,Rumah,1,Semarang,2339.0
PROP-2687,84.0,50.0,6,4,2,23.0,7.7,Cukup,Rumah,1,Semarang,410.1
PROP-1787,586.0,432.0,5,4,1,39.0,14.7,Buruk,Rumah,1,Jakarta,3104.8
PROP-0089,176.0,82.0,3,2,3,37.0,19.3,Baik,Rumah,1,Medan,374.9
PROP-0458,299.0,139.0,4,3,2,1.0,10.1,Baik,Rumah,0,Medan,867.0
PROP-1306,751.0,616.0,5,4,1,7.0,13.0,Baik,Townhouse,1,Surabaya,4218.6
PROP-2926,679.0,592.0,2,2,1,29.0,29.5,Baik,Villa,1,Medan,2866.1
PROP-3271,414.0,277.0,2,2,2,28.0,18.6,Cukup,Townhouse,0,Medan,1033.4
PROP-3228,516.0,242.0,3,3,1,6.0,29.4,Baik,Villa,1,Bandung,1850.3
PROP-1989,481.0,234.0,4,3,2,21.0,18.0,Cukup,Townhouse,0,Jakarta,2696.4
PROP-3755,443.0,388.0,2,2,1,1.0,16.0,Buruk,Rumah,1,Jakarta,2977.0
PROP-3647,222.0,139.0,3,2,1,33.0,23.7,Baik,Rumah,1,Bandung,509.5
PROP-0832,432.0,200.0,1,1,2,1.0,4.5,Buruk,Villa,1,Semarang,1595.7
PROP-0240,343.0,155.0,2,2,2,19.0,20.5,Baik,Rumah,1,Semarang,728.2
PROP-4682,407.0,229.0,4,3,3,18.0,5.4,Buruk,Rumah,1,Semarang,1185.8
PROP-3023,445.0,237.0,4,4,2,0.0,5.6,Baik,Townhouse,1,Surabaya,2181.1
PROP-3149,658.0,538.0,2,1,2,35.0,24.6,Baik,Townhouse,1,Medan,2071.0
PROP-1947,158.0,124.0,3,3,2,19.0,10.4,Baik,Villa,0,Bandung,
PROP-2776,93.0,84.0,6,4,2,,14.6,Baik,Rumah,1,Surabaya,481.5
PROP-0193,212.0,178.0,5,4,1,40.0,11.6,Cukup,Villa,1,Semarang,1009.5
PROP-4850,73.0,64.0,3,2,1,16.0,25.2,Cukup,Rumah,0,Jakarta,150.0
PROP-4940,228.0,109.0,4,3,1,23.0,,Cukup,Rumah,1,Surabaya,871.1
PROP-0945,289.0,226.0,2,1,2,11.0,15.2,Cukup,Rumah,1,Semarang,807.6
PROP-1269,703.0,639.0,4,4,3,,2.5,Baik,Rumah,1,Semarang,2813.6
PROP-4232,731.0,389.0,6,4,2,34.0,7.7,Baik,Rumah,1,Surabaya,2829.2
PROP-2308,127.0,59.0,3,3,1,40.0,26.7,Buruk,Rumah,1,Bandung,150.0
PROP-4425,491.0,251.0,3,2,1,39.0,13.3,Cukup,Rumah,1,Surabaya,1563.5
PROP-4712,111.0,53.0,3,2,3,20.0,29.6,Baik,Rumah,0,Bandung,150.0
PROP-2314,404.0,365.0,3,2,2,17.0,24.5,Baik,Rumah,1,Semarang,1282.3
PROP-3215,60.0,,4,4,1,25.0,19.7,Baik,Rumah,1,Jakarta,316.5
PROP-2733,318.0,149.0,4,3,2,6.0,8.6,Cukup,Villa,1,Jakarta,2558.4
PROP-1927,576.0,502.0,2,1,2,24.0,5.2,Buruk,Rumah,1,Surabaya,2709.5
PROP-4228,335.0,152.0,4,4,3,9.0,14.6,Buruk,Rumah,1,Surabaya,1388.6
PROP-4677,80.0,40.0,2,2,1,8.0,19.8,Cukup,Rumah,1,Surabaya,150.0
PROP-0801,712.0,380.0,6,4,1,31.0,8.8,,Townhouse,0,Jakarta,4516.3
PROP-3672,457.0,224.0,3,2,3,1.0,20.2,Cukup,Rumah,0,Surabaya,1448.1
PROP-4194,89.0,52.0,1,1,2,2.0,20.3,Baik,Rumah,0,Jakarta,331.5
PROP-2969,500.0,428.0,4,4,1,19.0,20.2,Baik,Rumah,0,Bandung,1686.4
PROP-4794,228.0,147.0,1,1,1,17.0,19.5,Baik,Villa,1,Medan,823.0
PROP-4369,446.0,263.0,3,2,2,18.0,20.6,Cukup,Rumah,1,Jakarta,2499.0
PROP-2777,417.0,,3,3,2,0.0,5.5,Cukup,Villa,0,Medan,2221.7
PROP-2971,737.0,537.0,2,2,1,20.0,16.5,Baik,Townhouse,0,Jakarta,5093.6
PROP-3868,91.0,47.0,5,4,2,28.0,4.5,Baik,Rumah,1,Semarang,423.5
PROP-1744,599.0,426.0,2,2,3,34.0,21.5,Baik,Townhouse,0,Jakarta,3805.4
PROP-3949,763.0,463.0,3,2,3,34.0,9.9,Cukup,Villa,1,Medan,2866.0
PROP-3803,383.0,235.0,1,1,1,14.0,16.2,Cukup,Townhouse,1,Semarang,1078.6
PROP-2025,232.0,123.0,5,4,2,3.0,4.2,Cukup,Rumah,1,Medan,864.5
PROP-2275,170.0,131.0,3,2,1,21.0,29.2,Baik,Rumah,1,Jakarta,692.2
PROP-0100,415.0,321.0,5,4,1,6.0,17.3,Baik,Townhouse,0,Bandung,1639.9
PROP-4922,588.0,370.0,3,3,2,29.0,23.1,Baik,Villa,1,Bandung,2774.8
PROP-3408,220.0,185.0,4,3,1,29.0,2.3,Buruk,Rumah,1,Bandung,994.9
PROP-4246,686.0,418.0,3,2,2,10.0,20.1,Cukup,Villa,1,Medan,2526.9
PROP-4620,512.0,391.0,3,3,2,7.0,26.4,Baik,Rumah,0,Bandung,1595.8
PROP-4917,738.0,419.0,3,2,2,12.0,29.2,Buruk,Rumah,0,Surabaya,2408.7
PROP-0192,350.0,200.0,3,2,1,34.0,19.5,Baik,Rumah,0,Bandung,923.0
PROP-4697,642.0,392.0,3,3,2,10.0,22.8,Baik,Rumah,1,Medan,1469.4
PROP-1785,726.0,569.0,6,4,3,0.0,18.2,Cukup,Rumah,1,Bandung,2505.9
PROP-1533,367.0,177.0,3,3,3,6.0,14.9,Baik,Townhouse,1,Semarang,1144.5
PROP-2835,730.0,455.0,6,4,1,3.0,10.7,Cukup,Villa,1,Bandung,3324.2
PROP-4445,763.0,645.0,2,1,1,33.0,11.3,Cukup,Rumah,1,Surabaya,3388.1
PROP-4916,740.0,,2,2,1,28.0,10.7,Baik,Rumah,0,Medan,1514.8
PROP-1599,154.0,114.0,4,4,2,15.0,27.6,Baik,Villa,1,Surabaya,773.4
PROP-1780,439.0,281.0,3,3,1,7.0,2.3,Baik,Rumah,1,Surabaya,1719.9
PROP-4901,548.0,445.0,3,3,2,29.0,14.4,Cukup,Villa,1,Jakarta,5076.4
PROP-2575,666.0,443.0,4,4,2,29.0,13.4,Cukup,Townhouse,1,Surabaya,3002.2
PROP-3399,403.0,253.0,3,2,2,34.0,7.8,Buruk,Rumah,1,Jakarta,2001.7
PROP-3976,785.0,640.0,3,2,3,6.0,6.5,Baik,Rumah,1,Surabaya,4100.0
PROP-3771,405.0,239.0,5,4,2,22.0,4.7,Baik,Townhouse,1,Medan,1411.6
PROP-0167,479.0,381.0,4,4,1,5.0,17.9,Baik,Rumah,1,Bandung,1731.9
PROP-1752,174.0,134.0,4,3,2,38.0,11.6,Cukup,Townhouse,0,Medan,592.2
PROP-1480,606.0,317.0,4,4,1,31.0,14.7,Buruk,Rumah,1,Bandung,1734.3
PROP-1025,268.0,240.0,2,2,2,2.0,6.4,Baik,Rumah,1,Jakarta,2198.7
PROP-1789,221.0,164.0,4,4,1,33.0,20.3,Baik,Rumah,1,Surabaya,863.5
PROP-2265,159.0,77.0,5,4,3,35.0,6.2,Baik,Townhouse,1,Medan,651.7
PROP-2474,324.0,288.0,2,2,1,14.0,20.4,Buruk,Rumah,0,Semarang,914.9
PROP-1823,462.0,410.0,3,3,2,11.0,27.0,Cukup,Rumah,1,Semarang,1562.4
PROP-1221,727.0,435.0,1,1,1,,29.4,Cukup,Rumah,0,Surabaya,2290.4
PROP-1667,412.0,189.0,4,4,1,19.0,2.5,Cukup,Townhouse,1,Jakarta,2731.3
PROP-2961,463.0,420.0,3,2,1,21.0,,Cukup,Townhouse,0,Semarang,1603.3
PROP-0153,229.0,110.0,1,1,2,37.0,24.0,Baik,Townhouse,0,Medan,340.3
PROP-2535,227.0,124.0,2,1,3,28.0,17.6,Baik,Rumah,0,Surabaya,681.8
PROP-4689,486.0,337.0,3,2,2,14.0,13.2,Baik,Rumah,1,Semarang,1599.4
PROP-1979,194.0,90.0,5,4,2,17.0,5.5,Baik,Rumah,1,Semarang,742.3
PROP-1470,709.0,452.0,3,3,2,2.0,7.6,Baik,Rumah,1,Semarang,2136.1
PROP-2808,671.0,602.0,3,2,1,22.0,19.5,Cukup,Townhouse,0,Medan,2106.2
PROP-2513,193.0,174.0,2,1,1,5.0,24.8,Cukup,Rumah,1,Semarang,578.3
PROP-2944,82.0,72.0,2,2,2,14.0,18.2,Baik,Villa,0,Jakarta,639.7
PROP-2981,378.0,248.0,4,3,2,32.0,14.1,Cukup,Rumah,0,Semarang,865.2
PROP-4823,626.0,413.0,3,2,1,10.0,20.0,Baik,Rumah,1,Medan,1503.5
PROP-3018,200.0,98.0,5,4,2,39.0,16.1,,Townhouse,0,Jakarta,1157.8
PROP-1567,,352.0,2,2,2,33.0,12.0,Cukup,Rumah,0,Jakarta,3196.5
PROP-0032,735.0,525.0,3,2,2,32.0,15.9,Cukup,Rumah,0,Jakarta,4263.5
PROP-0938,476.0,243.0,5,4,2,32.0,15.6,Cukup,Villa,1,Surabaya,2418.0
PROP-1216,611.0,354.0,3,2,2,36.0,26.6,Baik,Villa,1,Medan,1938.2
PROP-1938,221.0,120.0,2,2,2,15.0,21.0,Cukup,Townhouse,0,Surabaya,681.3
PROP-1130,224.0,184.0,2,2,1,18.0,11.8,Buruk,Villa,1,Surabaya,1184.1
PROP-0310,210.0,112.0,3,3,3,8.0,14.5,Baik,Rumah,1,Jakarta,1525.1
PROP-4902,221.0,117.0,2,1,1,26.0,5.1,Baik,Rumah,1,Medan,625.8
PROP-2169,402.0,287.0,3,3,1,39.0,23.7,Baik,Rumah,0,Medan,910.3
PROP-3114,207.0,95.0,2,1,2,32.0,26.2,Baik,Rumah,1,Jakarta,647.1
PROP-0496,728.0,436.0,3,3,3,32.0,8.7,Cukup,Rumah,0,Semarang,2052.2
PROP-0206,790.0,436.0,3,2,1,30.0,3.3,Buruk,Rumah,1,Semarang,2275.4
PROP-2674,108.0,81.0,2,2,2,28.0,4.5,Baik,Rumah,1,Surabaya,598.5
PROP-3358,521.0,277.0,5,4,3,40.0,23.2,Baik,Rumah,1,Surabaya,1515.3
PROP-3831,62.0,40.0,4,4,2,39.0,9.5,Baik,Rumah,1,Jakarta,554.5
PROP-0306,304.0,203.0,2,2,2,29.0,14.9,Baik,Rumah,1,Jakarta,1598.2
PROP-3794,527.0,408.0,4,3,1,34.0,4.7,Cukup,Rumah,0,Jakarta,3651.4
PROP-2202,764.0,461.0,3,2,1,12.0,17.1,Cukup,Rumah,0,Medan,1859.4
PROP-1062,143.0,82.0,4,4,2,7.0,23.5,Baik,Townhouse,1,Jakarta,1030.8
